col,uid_ini,uid_rec,uid_win,interac_type,sexi,sexr
mm,21,22,22,sit_<1m,F,F
mm,13,18,13,greet,M,M
mm,13,18,13,play_bite,M,M
mm,13,18,13,play_pounce,M,M
mm,18,15,15,play_wrestle,M,M
mm,15,16,15,allogroom,M,F
mm,15,16,15,play_bite,M,F
mm,15,16,15,play_grab/slap/push,M,F
mm,15,16,15,play_bite,M,F
mm,15,16,15,play_grab/slap/push,M,F
mm,15,16,15,play_wrestle,M,F
mm,15,16,15,play_grab/slap/push,M,F
mm,15,16,15,play_bite,M,F
mm,15,16,15,play_grab/slap/push,M,F
mm,15,16,15,play_wrestle,M,F
mm,15,16,15,play_wrestle,M,F
mm,15,NA,15,play_wrestle,M,NA
mm,16,NA,NA,play_wrestle,F,NA
mm,15,22,22,sit_bc,M,F
mm,21,NA,NA,sit_<1m,F,NA
mm,17,14,17,sit_bc,F,F
mm,14,17,14,sit_<1m,F,F
mm,14,21,14,disp_proximity,F,F
mm,21,17,17,sit_<1m,F,F
mm,21,14,14,greet,F,F
mm,14,21,14,greet,F,F
mm,21,16,16,sit_<1m,F,F
mm,21,16,16,sit_bc,F,F
mm,21,14,14,sit_<1m,F,F
mm,21,16,16,sit_bc,F,F
mm,14,21,14,play_chase,F,F
mm,22,18,NA,greet,F,M
mm,15,NA,NA,play_mouthspar,M,NA
mm,15,NA,NA,play_wrestle,M,NA
mm,15,NA,NA,play_box,M,NA
mm,15,NA,15,play_mouthspar,M,NA
mm,15,NA,NA,play_wrestle,M,NA
mm,15,NA,NA,play_mouthspar,M,NA
mm,15,NA,NA,play_box,M,NA
mm,15,12,12,play_grab/slap/push,M,M
mm,15,12,15,play_grab/slap/push,M,M
mm,15,12,15,play_wrestle,M,M
mm,15,12,15,play_chase,M,M
mm,15,12,15,play_wrestle,M,M
mm,15,12,15,play_grab/slap/push,M,M
mm,15,12,15,play_grab/slap/push,M,M
mm,15,12,15,play_mouthspar,M,M
mm,15,12,15,play_grab/slap/push,M,M
mm,15,12,15,play_wrestle,M,M
mm,15,NA,15,sit_bc,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_box,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_mouthspar,M,NA
mm,15,NA,15,play_wrestle,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_wrestle,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_wrestle,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_wrestle,M,NA
mm,15,NA,15,play_chase,M,NA
mm,15,NA,15,play_wrestle,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_wrestle,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_box,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_wrestle,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_wrestle,M,NA
mm,15,NA,15,play_grab/slap/push,M,NA
mm,15,NA,15,play_chase,M,NA
mm,15,NA,15,play_chase,M,NA
mm,15,NA,15,disp_proximity,M,NA
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_bite,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_bite,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_bite,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_bite,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_bite,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,15,18,NA,play_wrestle,M,M
mm,17,21,17,sit_<1m,F,F
mm,15,NA,NA,play_grab/slap/push,M,NA
mm,18,NA,NA,play_wrestle,M,NA
mm,18,NA,NA,play_grab/slap/push,M,NA
mm,18,NA,NA,play_wrestle,M,NA
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_chase,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_bite,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,13,play_grab/slap/push,M,M
mm,13,18,13,play_wrestle,M,M
mm,13,18,13,play_chase,M,M
mm,15,NA,NA,play_grab/slap/push,M,NA
mm,18,13,NA,play_wrestle,M,M
mm,15,13,15,play_grab/slap/push,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,21,NA,NA,disp_simple,F,NA
mm,16,13,13,greet,F,M
mm,17,22,NA,allogroom,F,F
mm,22,17,NA,sit_bc,F,F
mm,18,12,NA,play_mount,M,M
mm,18,12,NA,play_grab/slap/push,M,M
mm,15,12,NA,sit_<1m,M,M
mm,15,12,NA,allogroom,M,M
mm,15,12,NA,play_grab/slap/push,M,M
mm,15,12,NA,play_bite,M,M
mm,18,12,18,play_grab/slap/push,M,M
mm,13,NA,13,greet,M,NA
mm,13,NA,13,play_mount,M,NA
mm,13,NA,13,play_wrestle,M,NA
mm,13,NA,13,play_grab/slap/push,M,NA
mm,13,NA,13,play_wrestle,M,NA
mm,21,13,13,greet,F,M
mm,22,NA,NA,sit_<1m,F,NA
mm,15,NA,15,sit_<1m,M,NA
mm,17,16,16,greet,F,F
mm,17,16,16,sit_<1m,F,F
mm,17,13,NA,agr_chase,F,M
mm,17,22,22,greet,F,F
mm,17,22,22,sit_bc,F,F
mm,17,22,17,fg_tog,F,F
mm,17,22,17,sit_bc,F,F
mm,17,22,17,sit_<1m,F,F
mm,14,21,NA,sit_bc,F,F
mm,14,21,NA,sit_<1m,F,F
mm,22,21,NA,sit_<1m,F,F
mm,21,17,21,sit_<1m,F,F
mm,14,16,16,sit_<1m,F,F
mm,17,NA,17,sit_bc,F,NA
mm,NA,NA,NA,play_wrestle,NA,NA
mm,NA,NA,NA,sit_bc,NA,NA
mm,14,17,14,sit_bc,F,F
mm,NA,14,14,sit_bc,NA,F
mm,NA,14,14,sit_bc,NA,F
mm,NA,NA,NA,sit_bc,NA,NA
mm,NA,14,14,greet,NA,F
mm,NA,14,14,sit_bc,NA,F
mm,14,NA,14,allogroom,F,NA
mm,NA,14,14,allogroom,NA,F
mm,NA,14,14,greet,NA,F
mm,NA,17,NA,sit_bc,NA,F
mm,17,NA,NA,allogroom,F,NA
mm,22,17,17,allogroom,F,F
mm,22,17,17,sit_bc,F,F
mm,17,14,14,sit_bc,F,F
mm,22,17,17,sit_bc,F,F
mm,22,17,17,allogroom,F,F
mm,22,17,NA,sit_bc,F,F
mm,22,17,NA,allogroom,F,F
mm,NA,22,22,sit_bc,NA,F
mm,NA,17,17,sit_bc,NA,F
mm,17,NA,17,allogroom,F,NA
mm,22,17,22,sit_bc,F,F
mm,22,17,22,allogroom,F,F
mm,14,17,14,greet,F,F
mm,14,17,14,sit_<1m,F,F
mm,14,NA,14,agr_chase,F,NA
mm,17,14,14,sit_bc,F,F
mm,NA,17,NA,fg_tog,NA,F
mm,NA,NA,NA,sit_bc,NA,NA
mm,14,NA,NA,greet,F,NA
mm,14,NA,14,disp_simple,F,NA
mm,NA,NA,NA,sit_<1m,NA,NA
mm,NA,17,NA,sit_bc,NA,F
mm,NA,NA,NA,sit_<1m,NA,NA
mm,NA,NA,NA,sit_bc,NA,NA
mm,NA,NA,NA,sit_bc,NA,NA
mm,NA,NA,NA,sit_bc,NA,NA
mm,NA,NA,NA,allogroom,NA,NA
mm,17,NA,17,sit_<1m,F,NA
mm,15,18,18,sit_bc,M,M
mm,15,18,18,play_bite,M,M
mm,12,18,NA,play_bite,M,M
mm,12,18,NA,play_grab/slap/push,M,M
mm,12,18,NA,play_wrestle,M,M
mm,18,12,18,play_wrestle,M,M
mm,18,12,18,play_grab/slap/push,M,M
mm,18,12,18,play_mouthspar,M,M
mm,12,15,NA,sniff_ag,M,M
mm,15,12,NA,play_bite,M,M
mm,12,15,NA,play_bite,M,M
mm,15,12,NA,play_grab/slap/push,M,M
mm,15,12,NA,play_bite,M,M
mm,12,15,NA,play_pounce,M,M
mm,12,15,NA,play_grab/slap/push,M,M
mm,12,15,NA,play_wrestle,M,M
mm,15,12,NA,play_grab/slap/push,M,M
mm,15,12,NA,play_mouthspar,M,M
mm,12,15,NA,play_grab/slap/push,M,M
mm,12,15,NA,play_mouthspar,M,M
mm,15,12,NA,play_bite,M,M
mm,15,12,NA,play_grab/slap/push,M,M
mm,12,15,NA,play_wrestle,M,M
mm,12,15,NA,play_pounce,M,M
mm,12,15,NA,play_wrestle,M,M
mm,15,12,NA,play_box,M,M
mm,15,12,NA,play_grab/slap/push,M,M
mm,15,12,NA,play_mouthspar,M,M
mm,15,12,NA,play_bite,M,M
mm,15,12,NA,play_grab/slap/push,M,M
mm,12,15,NA,play_bite,M,M
mm,12,15,NA,play_wrestle,M,M
mm,12,15,NA,play_bite,M,M
mm,18,21,NA,sit_<1m,M,F
mm,18,15,NA,sit_<1m,M,M
mm,18,15,18,sit_bc,M,M
mm,13,15,NA,play_wrestle,M,M
mm,13,15,NA,play_bite,M,M
mm,13,15,13,play_grab/slap/push,M,M
mm,12,16,NA,play_wrestle,M,F
mm,13,16,13,play_grab/slap/push,M,F
mm,13,16,13,play_wrestle,M,F
mm,15,16,15,play_wrestle,M,F
mm,18,NA,NA,play_mouthspar,M,NA
mm,NA,14,NA,sit_<1m,NA,F
mm,16,12,NA,play_wrestle,F,M
mm,18,14,18,disp_proximity,M,F
mm,18,21,NA,sit_bc,M,F
mm,18,21,18,disp_simple,M,F
mm,18,15,NA,play_mouthspar,M,M
mm,14,21,21,sit_bc,F,F
mm,15,16,16,play_bite,M,F
mm,12,16,16,play_bite,M,F
mm,15,NA,NA,sit_<1m,M,NA
mm,12,15,NA,play_wrestle,M,M
mm,12,15,NA,play_pounce,M,M
mm,12,22,NA,play_wrestle,M,F
mm,12,22,12,play_wrestle,M,F
mm,12,15,NA,play_wrestle,M,M
mm,12,15,12,play_wrestle,M,M
mm,13,15,NA,play_wrestle,M,M
mm,15,16,NA,sit_<1m,M,F
mm,12,16,16,sit_bc,M,F
mm,13,15,NA,sit_bc,M,M
mm,13,15,NA,allogroom,M,M
mm,16,21,NA,sit_bc,F,F
mm,21,18,18,sit_bc,F,M
mm,18,15,18,sit_bc,M,M
mm,21,NA,NA,sit_bc,F,NA
mm,18,12,NA,sit_bc,M,M
mm,18,13,NA,sit_<1m,M,M
mm,16,12,NA,greet,F,M
mm,16,12,NA,sit_bc,F,M
mm,15,16,NA,sit_<1m,M,F
mm,22,13,NA,sit_bc,F,M
mm,22,13,NA,allogroom,F,M
mm,21,22,22,greet,F,F
mm,21,18,NA,greet,F,M
mm,21,18,NA,sit_bc,F,M
mm,12,18,NA,sit_<1m,M,M
mm,21,18,NA,sit_<1m,F,M
mm,22,13,NA,allogroom,F,M
mm,16,13,NA,play_pounce,F,M
mm,16,13,13,play_box,F,M
mm,13,16,16,greet,M,F
mm,22,18,NA,sniff_ag,F,M
mm,22,18,18,sit_bc,F,M
mm,15,18,NA,sit_bc,M,M
mm,16,18,16,sit_bc,F,M
mm,18,13,NA,greet,M,M
mm,18,16,18,play_bite,M,F
mm,16,NA,16,sit_bc,F,NA
mm,12,15,NA,play_wrestle,M,M
mm,22,12,NA,play_bite,F,M
mm,22,12,NA,play_bite,F,M
mm,15,12,15,play_wrestle,M,M
mm,12,15,15,play_wrestle,M,M
mm,15,12,15,play_mouthspar,M,M
mm,15,12,15,play_box,M,M
mm,12,15,NA,play_mouthspar,M,M
mm,12,15,NA,play_mouthspar,M,M
mm,12,15,15,play_box,M,M
mm,15,12,NA,play_bite,M,M
mm,12,15,NA,play_box,M,M
mm,15,12,15,play_box,M,M
mm,15,12,15,play_chase,M,M
mm,15,12,15,play_wrestle,M,M
mm,12,15,12,play_wrestle,M,M
mm,15,12,15,play_box,M,M
mm,15,12,NA,play_box,M,M
mm,12,15,NA,play_pounce,M,M
mm,12,15,NA,play_wrestle,M,M
mm,15,12,NA,play_wrestle,M,M
mm,14,NA,NA,agr_chase,F,NA
mm,14,12,14,agr_bite,F,M
mm,15,13,15,sit_bc,M,M
mm,22,21,NA,greet,F,F
mm,22,21,21,sit_bc,F,F
mm,21,22,NA,allogroom,F,F
mm,18,22,22,greet,M,F
mm,18,16,NA,greet,M,F
mm,18,16,NA,sit_bc,M,F
mm,16,18,NA,play_wrestle,F,M
mm,18,16,16,play_box,M,F
mm,12,18,NA,play_box,M,M
mm,16,12,NA,play_pounce,F,M
mm,16,12,NA,play_wrestle,F,M
mm,16,12,NA,play_box,F,M
mm,16,12,NA,play_mouthspar,F,M
mm,13,17,17,sit_bc,M,F
mm,12,15,15,play_wrestle,M,M
mm,15,NA,15,play_wrestle,M,NA
mm,16,14,NA,sit_<1m,F,F
mm,14,16,14,agr_bite,F,F
mm,14,22,14,agr_chase,F,F
mm,14,NA,14,sit_<1m,F,NA
mm,13,12,12,sit_<1m,M,M
mm,12,15,15,play_box,M,M
mm,12,15,NA,play_mouthspar,M,M
mm,15,12,12,play_box,M,M
mm,13,12,13,play_mount,M,M
mm,12,13,13,play_box,M,M
mm,13,12,NA,play_chase,M,M
mm,12,13,13,sit_<1m,M,M
mm,12,18,18,play_box,M,M
mm,15,13,13,play_box,M,M
mm,12,13,13,play_box,M,M
mm,13,12,NA,play_mount,M,M
mm,18,13,NA,play_bite,M,M
mm,13,12,12,play_box,M,M
mm,15,13,NA,play_chase,M,M
mm,15,13,NA,play_box,M,M
mm,15,13,NA,play_bite,M,M
mm,12,22,12,play_box,M,F
mm,12,21,NA,play_box,M,F
mm,12,22,12,play_wrestle,M,F
mm,12,22,12,play_box,M,F
mm,12,22,12,play_wrestle,M,F
mm,12,22,12,play_wrestle,M,F
mm,12,21,NA,play_box,M,F
mm,12,21,NA,play_box,M,F
mm,12,22,NA,play_bite,M,F
mm,12,22,12,play_chase,M,F
mm,12,22,NA,play_box,M,F
mm,12,22,12,play_wrestle,M,F
mm,12,22,12,play_chase,M,F
mm,12,22,NA,play_box,M,F
mm,12,22,NA,play_wrestle,M,F
mm,13,22,NA,play_wrestle,M,F
mm,12,22,NA,play_pounce,M,F
mm,13,12,NA,play_pounce,M,M
mm,13,12,13,play_wrestle,M,M
mm,13,12,13,play_chase,M,M
mm,18,13,NA,greet,M,M
mm,18,13,18,play_box,M,M
mm,13,15,NA,play_bite,M,M
mm,13,15,NA,play_wrestle,M,M
mm,18,16,16,play_box,M,F
mm,16,15,NA,play_wrestle,F,M
mm,15,13,13,play_wrestle,M,M
mm,16,13,13,play_wrestle,F,M
mm,13,16,NA,play_box,M,F
mm,13,16,13,play_wrestle,M,F
mm,15,18,NA,play_wrestle,M,M
mm,13,15,NA,play_pounce,M,M
mm,13,15,NA,play_pounce,M,M
mm,13,15,15,play_box,M,M
mm,18,15,NA,play_wrestle,M,M
mm,15,13,NA,play_wrestle,M,M
mm,13,16,NA,play_wrestle,M,F
mm,15,16,15,play_wrestle,M,F
mm,15,16,15,play_wrestle,M,F
mm,15,18,15,play_wrestle,M,M
mm,13,16,16,play_bite,M,F
mm,16,13,16,play_pounce,F,M
mm,16,13,13,play_box,F,M
mm,16,13,13,play_wrestle,F,M
mm,16,13,NA,play_mouthspar,F,M
mm,18,12,NA,play_wrestle,M,M
mm,12,13,NA,play_wrestle,M,M
mm,18,13,NA,play_wrestle,M,M
mm,12,18,NA,play_wrestle,M,M
mm,12,18,NA,play_mouthspar,M,M
mm,15,18,NA,play_wrestle,M,M
mm,12,18,12,play_box,M,M
mm,12,18,12,play_wrestle,M,M
mm,18,12,18,play_bite,M,M
mm,12,18,12,play_wrestle,M,M
mm,18,12,18,play_box,M,M
mm,12,18,NA,play_bite,M,M
mm,12,18,12,play_wrestle,M,M
mm,12,18,12,play_wrestle,M,M
mm,12,18,12,play_wrestle,M,M
mm,12,18,12,play_box,M,M
mm,12,18,12,play_wrestle,M,M
mm,12,18,12,play_bite,M,M
mm,18,12,18,play_bite,M,M
mm,12,18,NA,play_pounce,M,M
mm,18,12,18,play_wrestle,M,M
mm,12,18,12,play_box,M,M
mm,12,18,12,play_chase,M,M
mm,14,22,14,agr_chase,F,F
mm,18,12,18,play_wrestle,M,M
mm,12,18,12,play_box,M,M
mm,13,22,13,play_box,M,F
mm,13,22,13,play_wrestle,M,F
mm,13,22,13,play_chase,M,F
mm,13,22,13,play_wrestle,M,F
mm,21,NA,NA,sit_bc,F,NA
mm,16,22,NA,sit_<1m,F,F
mm,14,22,14,disp_proximity,F,F
mm,14,16,NA,agr_chase,F,F
mm,21,16,NA,greet,F,F
mm,16,21,16,sit_<1m,F,F
mm,14,16,14,agr_chase,F,F
mm,17,13,NA,disp_proximity,F,M
mm,14,NA,NA,agr_chase,F,NA
mm,15,13,NA,play_wrestle,M,M
mm,14,21,14,agr_chase,F,F
mm,15,12,NA,play_wrestle,M,M
mm,12,15,15,play_box,M,M
mm,15,12,NA,sniff_ag,M,M
mm,12,15,NA,play_bite,M,M
mm,16,12,NA,greet,F,M
mm,16,12,12,play_wrestle,F,M
mm,16,12,12,allogroom,F,M
mm,16,12,12,play_pounce,F,M
mm,16,12,12,play_bite,F,M
mm,12,16,NA,play_wrestle,M,F
mm,12,16,12,play_box,M,F
mm,12,16,12,play_bite,M,F
mm,17,22,17,play_bite,F,F
mm,15,22,NA,play_wrestle,M,F
mm,17,16,17,sit_<1m,F,F
mm,12,22,12,play_box,M,F
mm,16,18,NA,greet,F,M
mm,18,16,18,play_mount,M,F
mm,18,16,18,play_box,M,F
mm,18,16,16,play_wrestle,M,F
mm,18,16,18,play_wrestle,M,F
mm,18,16,18,play_mount,M,F
mm,16,NA,NA,play_box,F,NA
mm,16,NA,NA,play_wrestle,F,NA
mm,18,NA,NA,play_wrestle,M,NA
mm,14,16,14,agr_chase,F,F
mm,21,16,NA,sit_bc,F,F
mm,18,21,NA,play_box,M,F
mm,18,NA,18,play_wrestle,M,NA
mm,21,18,21,play_wrestle,F,M
mm,21,18,18,play_box,F,M
mm,18,21,18,play_box,M,F
mm,18,21,21,play_wrestle,M,F
mm,18,21,18,play_box,M,F
mm,18,21,18,play_wrestle,M,F
mm,18,21,21,sniff_ag,M,F
mm,21,18,21,play_box,F,M
mm,18,21,18,play_wrestle,M,F
mm,21,16,NA,play_bite,F,F
mm,21,16,NA,play_bite,F,F
mm,16,18,18,play_box,F,M
mm,18,16,18,play_wrestle,M,F
mm,18,21,18,play_box,M,F
mm,18,21,NA,play_wrestle,M,F
mm,21,18,18,play_box,F,M
mm,18,21,18,play_wrestle,M,F
mm,15,NA,NA,sit_bc,M,NA
mm,14,15,15,greet,F,M
mm,14,NA,14,sit_<1m,F,NA
mm,17,NA,17,agr_chase,F,NA
mm,18,22,22,greet,M,F
mm,15,NA,15,play_wrestle,M,NA
mm,14,22,14,disp_proximity,F,F
mm,14,22,14,agr_chase,F,F
mm,13,21,13,play_box,M,F
mm,13,22,13,play_box,M,F
mm,13,22,22,play_mouthspar,M,F
mm,13,22,13,play_box,M,F
mm,13,22,13,play_box,M,F
mm,13,22,13,play_bite,M,F
mm,13,22,13,play_box,M,F
mm,14,22,14,disp_proximity,F,F
mm,21,13,NA,sit_bc,F,M
mm,14,21,14,disp_proximity,F,F
mm,14,13,14,disp_proximity,F,M
mm,16,15,NA,greet,F,M
mm,21,NA,21,sit_bc,F,NA
mm,13,21,13,play_wrestle,M,F
mm,13,12,12,greet,M,M
mm,13,12,NA,sit_<1m,M,M
mm,13,12,NA,sit_<1m,M,M
mm,16,22,NA,sit_<1m,F,F
mm,12,13,NA,sit_bc,M,M
mm,12,13,13,play_box,M,M
mm,12,13,NA,play_wrestle,M,M
mm,12,13,12,play_box,M,M
mm,12,13,13,sit_<1m,M,M
mm,13,12,13,play_bite,M,M
mm,14,17,14,sit_bc,F,F
mm,17,14,17,sit_bc,F,F
mm,NA,17,17,sit_<1m,NA,F
mm,14,17,17,sit_bc,F,F
mm,17,14,NA,sit_bc,F,F
mm,14,NA,14,agr_chase,F,NA
mm,17,14,NA,sit_<1m,F,F
mm,14,17,17,greet,F,F
mm,14,17,17,sit_<1m,F,F
mm,17,14,14,allogroom,F,F
mm,14,17,NA,sit_<1m,F,F
mm,14,17,NA,sit_<1m,F,F
mm,21,14,NA,sit_<1m,F,F
mm,14,12,NA,play_chase,F,M
mm,14,13,14,greet,F,M
mm,14,22,NA,play_chase,F,F
mm,14,16,16,greet,F,F
mm,14,18,NA,play_chase,F,M
mm,16,21,NA,greet,F,F
mm,16,21,NA,sit_<1m,F,F
mm,16,21,NA,greet,F,F
mm,16,21,NA,sit_<1m,F,F
mm,14,13,14,greet,F,M
mm,14,13,14,sit_<1m,F,M
mm,16,13,16,greet,F,M
mm,16,13,16,sit_<1m,F,M
mm,16,14,14,sit_<1m,F,F
mm,12,18,12,play_bite,M,M
mm,18,12,NA,sit_<1m,M,M
mm,22,18,NA,sit_<1m,F,M
mm,22,12,NA,sit_<1m,F,M
mm,22,12,12,play_box,F,M
mm,22,18,NA,play_wrestle,F,M
mm,22,18,NA,sit_<1m,F,M
mm,12,18,NA,play_box,M,M
mm,12,18,NA,play_grab/slap/push,M,M
mm,15,14,NA,sit_bc,M,F
mm,21,16,NA,sit_bc,F,F
mm,15,13,13,sit_bc,M,M
mm,13,15,13,play_wrestle,M,M
mm,15,21,NA,greet,M,F
mm,16,18,16,greet,F,M
mm,16,18,16,sit_<1m,F,M
mm,16,15,16,sit_<1m,F,M
